PUBID,GENDER,ENROLL_STAT_2010,HH_SIZE_2010,HIGHEST_DEGREE_2010,MARITAL_STAT_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,INCOME_2010,GENERAL_HEALTH_2010,HOURS_PER_WEEK_COMPUTER_2010,HOURS_PER_NIGHT_SLEEP_2010,ENROLL_STAT_2011,HH_SIZE_2011,HIGHEST_DEGREE_2011,MARITAL_STAT_2011,BIO_CHILD_HH_2011,URBAN-RURAL_2011,INCOME_2011,GENERAL_HEALTH_2011,HOURS_PER_WEEK_COMPUTER_2011,ENROLL_STAT_2011,TOTAL_HOURS_WORKED_2010,TOTAL_HOURS_WORKED_2011
3515,1,9,5,2,3,3,1,21000,4,6,6,9,5,2,3,3,1,19000,3,6,6,1320,1534
3516,1,9,2,0,1,0,1,300,2,6,3,9,2,0,1,0,1,-4,3,4,3,0,755
3517,2,4,5,2,2,4,1,20000,3,5,6,4,5,2,2,4,1,20000,2,5,8,1070,1130
3518,1,3,1,2,2,-4,0,60000,1,6,6,3,1,2,2,-4,0,65000,2,6,6,2496,2600
3520,1,6,1,4,2,-4,1,40000,2,6,6,6,1,4,2,-4,1,41000,2,5,7,2080,2120
3521,2,4,5,2,3,3,0,-4,4,6,6,4,5,2,3,3,1,8000,4,6,5,0,0
3522,2,2,6,1,3,2,0,15000,3,1,7,2,6,1,3,2,0,-2,3,2,6,1296,1776
3523,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3524,2,4,2,2,2,-4,0,-4,3,4,9,4,2,2,2,-4,0,1200,2,6,5,176,2240
3525,1,3,2,2,1,-4,1,76000,2,4,8,3,2,2,1,-4,1,65000,1,3,7,3490,6035
3526,2,6,4,4,3,2,0,17000,2,5,6,6,4,4,3,2,0,15000,2,4,7,520,475
3527,2,7,1,5,2,-4,1,60000,2,6,7,7,1,5,2,-4,1,50000,3,6,8,2820,2860
3528,1,2,5,1,3,3,0,65000,2,2,5,2,5,1,3,3,0,44000,2,4,8,2170,2795
3529,2,4,5,2,3,3,1,-4,1,4,7,4,5,2,3,3,1,1500,1,3,8,-3,229
3530,1,5,5,3,3,3,1,69000,1,3,6,5,5,3,3,3,1,65000,2,6,7,2600,3026
3531,2,1,5,0,3,3,0,-4,2,1,6,1,5,0,3,3,0,-4,4,1,7,0,0
3532,2,2,4,1,3,3,0,-4,3,3,8,2,4,1,3,2,0,-4,2,2,6,0,0
3533,1,11,4,4,2,-4,1,675,3,6,7,11,2,4,2,-4,1,200,3,6,9,0,359
3534,2,5,3,3,1,1,0,9000,3,3,8,5,3,3,3,1,0,16000,2,3,8,1054,1566
3535,2,6,3,4,3,1,1,38000,1,6,6,6,3,4,3,1,0,38000,1,6,5,1976,2014
3536,2,6,5,4,2,-4,1,30160,2,6,6,6,5,4,2,-4,1,39000,2,6,7,2080,2120
3537,2,4,3,2,2,-4,1,34000,3,6,6,4,3,2,2,-4,1,31000,3,6,6,2136,2472
3538,1,4,2,2,1,-4,0,-2,2,3,5,4,2,2,1,-4,0,49000,2,4,5,2300,2408
3539,1,3,3,2,2,-4,1,47000,1,3,5,3,4,2,2,-4,1,30000,2,4,3,2371,2341
3540,2,7,3,5,8,2,0,29500,1,6,6,7,3,5,8,2,0,29000,2,6,6,2080,-3
3541,2,3,4,2,2,2,0,4400,2,3,8,3,4,2,2,2,0,1000,2,4,7,45,795
3542,2,9,5,2,1,3,1,20000,4,4,4,4,3,2,1,1,1,25000,3,6,3,2325,3690
3543,1,2,3,1,2,-4,0,700,2,1,5,2,2,1,2,-4,0,16000,2,5,5,-3,2879
3544,1,4,2,2,2,-4,0,28000,1,3,6,4,2,2,1,-4,1,28000,2,1,7,2080,1880
3545,1,2,4,1,3,2,0,18000,1,6,5,2,1,1,4,0,0,14000,1,6,5,-3,-3
3546,1,4,2,2,8,0,1,16000,4,3,7,9,2,2,8,0,1,16000,3,4,7,2000,90
3547,1,3,1,2,4,0,0,-4,2,1,7,3,4,2,3,1,1,-4,2,6,8,0,0
3548,2,6,2,4,3,-4,0,40000,4,6,7,6,2,4,3,-4,0,41000,4,6,7,1760,2180
3549,1,10,2,2,7,0,0,39000,1,6,8,10,2,2,7,0,1,27000,2,6,7,1560,1590
3550,2,6,3,4,3,1,1,45000,2,4,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1664,1696
3551,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3552,2,4,2,2,1,-4,1,12000,1,4,12,4,3,2,1,1,1,12000,4,5,4,2016,1216
3553,2,6,2,4,2,-4,1,-2,2,5,8,6,2,4,2,-4,1,14000,2,6,7,1501,5505
3554,1,4,2,2,8,0,1,-2,2,6,8,4,2,2,8,0,1,22000,3,6,8,1690,1709
3555,2,4,4,2,3,2,1,-4,2,4,7,4,5,2,3,3,1,-4,2,5,7,0,0
3556,1,6,3,4,2,-4,0,18000,2,6,7,6,3,4,2,-4,1,8000,2,6,7,1724,2348
3557,1,1,10,0,2,-4,1,-4,4,6,10,1,10,0,2,-4,1,-4,4,6,9,253,-3
3558,1,4,2,2,1,-4,1,18033,1,6,8,4,2,2,1,-4,1,24700,1,6,8,2132,2158
3559,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3560,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2120
3561,2,7,1,5,2,-4,1,51818,1,6,8,7,1,5,2,-4,1,63944,1,6,8,2556,2254
3562,2,6,6,4,3,4,1,-4,1,5,7,6,6,4,3,4,1,-4,1,5,10,0,0
3563,1,6,2,4,3,-4,1,28000,1,6,8,6,2,4,3,-4,1,35000,1,6,8,2375,2650
3564,1,3,5,2,8,0,1,35000,1,1,8,3,5,2,8,0,1,34000,1,1,8,2080,1640
3565,1,3,5,2,2,1,1,42000,1,1,8,3,5,2,2,1,1,41000,1,1,4,3020,1200
3566,2,3,4,2,2,3,1,3257,2,2,8,3,4,2,2,3,1,3000,1,6,6,1976,2118
3567,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,644,0
3568,1,4,3,2,3,1,0,27000,2,4,7,4,3,2,3,1,0,28000,3,5,6,1965,2528
3569,1,3,2,2,3,-4,0,43000,4,6,7,3,2,2,3,-4,0,45000,3,6,7,2619,2279
3570,1,2,1,1,2,-4,1,-2,3,1,6,2,1,1,2,-4,1,10000,1,1,5,1230,1140
3571,1,1,2,0,1,-4,1,-4,3,1,10,1,2,0,1,-4,1,0,4,1,8,-3,0
3572,1,3,2,2,3,-4,1,30000,3,2,8,3,2,2,3,-4,1,32000,2,3,7,2080,2132
3573,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,1,2,-4,0,28000,2,6,8,2600,2650
3574,1,9,2,2,2,-4,1,28000,1,6,6,9,2,2,2,-4,1,-2,1,6,6,1891,1400
3575,2,6,5,4,2,-4,0,-2,2,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-3
3576,2,11,3,4,2,-4,1,44000,2,4,7,11,3,4,2,-4,1,40000,2,5,7,1984,2120
3577,2,9,2,2,3,-4,1,-4,2,6,8,10,3,2,3,1,1,5000,3,6,7,-3,-3
3578,2,4,5,2,2,-4,1,26000,3,6,7,4,4,2,2,-4,1,35000,2,6,10,2086,2198
3579,2,6,1,4,2,-4,1,40000,1,6,8,6,2,4,1,-4,1,41000,2,6,8,2552,3274
3580,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1320,-3
3581,2,4,3,2,3,1,1,43000,2,5,8,4,4,2,3,2,1,45000,2,6,6,2012,2268
3582,1,6,1,4,2,-4,1,60000,2,6,6,6,1,4,2,-4,1,76000,2,6,7,2222,2347
3583,2,10,4,2,3,2,1,-4,2,6,6,10,5,2,3,2,1,16000,2,6,5,1216,720
3584,1,6,2,4,2,0,1,40000,3,6,5,6,3,4,1,1,1,41500,2,6,6,4248,4314
3585,2,3,6,2,2,0,1,32000,3,6,6,3,2,2,1,0,1,34000,3,6,7,-3,2212
3586,2,7,3,7,1,1,1,75000,2,5,6,7,3,7,1,1,1,65000,2,6,5,2176,2416
3587,1,11,3,-3,2,-4,1,86500,1,6,4,11,2,-3,3,-4,1,85000,1,6,4,2600,2705
3588,2,6,3,4,3,1,1,30000,3,6,8,6,3,4,3,1,1,20000,3,6,7,1250,2910
3589,1,6,2,4,2,-4,1,500,1,6,6,6,2,4,2,-4,1,37000,1,4,7,2540,2338
3590,2,9,3,2,4,2,0,7000,3,6,3,4,3,2,4,2,0,-4,4,6,4,-3,0
3591,1,9,3,2,2,-4,1,-4,3,4,8,10,3,2,2,-4,1,-4,1,6,9,0,0
3592,1,4,2,2,2,-4,0,-2,1,6,7,4,2,2,2,-4,0,41000,1,5,7,2080,2120
3593,2,4,4,2,3,2,0,50000,3,4,8,4,4,2,3,2,0,50000,3,3,7,678,1720
3594,2,4,2,2,2,-4,1,34000,2,6,7,4,1,2,2,-4,1,37000,3,6,7,2736,2772
3595,2,6,2,4,3,-4,1,15000,1,6,7,6,2,4,3,-4,1,30000,1,5,7,1008,1270
3596,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3597,2,4,7,1,3,3,1,-4,1,4,5,4,7,1,3,3,1,-4,3,5,6,0,0
3598,2,7,1,5,2,-4,1,44000,2,4,8,7,1,5,2,-4,1,44000,3,6,8,2080,2650
3599,1,4,3,2,2,-4,1,-2,2,1,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1040,680
3600,2,3,2,2,2,1,1,28000,3,6,5,3,2,2,2,1,1,28000,3,6,6,2364,2520
3601,2,11,1,5,2,-4,1,12000,1,6,6,11,1,5,2,-4,1,15000,2,6,7,596,1260
3602,1,4,2,2,1,-4,1,33000,3,4,7,4,2,2,1,-4,1,35000,1,3,6,2242,2360
3603,1,4,3,2,1,1,1,50000,2,4,6,4,4,2,1,1,1,50000,2,4,6,4826,5034
3604,2,4,2,2,2,1,1,33500,2,6,8,4,2,2,2,1,1,34000,2,6,8,2072,2014
3605,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3606,1,11,4,2,2,-4,1,-4,1,6,7,7,3,7,2,-4,1,-4,1,6,8,0,200
3607,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3608,2,2,2,1,7,0,1,24000,3,4,7,2,4,1,7,0,1,33000,2,4,6,2552,2201
3609,1,3,2,2,2,-4,1,32000,4,6,6,3,2,2,2,-4,1,26000,3,5,6,2496,2787
3610,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3611,2,4,2,2,3,-4,1,16000,1,6,7,4,2,2,3,-4,1,16000,2,6,7,1987,2077
3612,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,2,2,1,-4,1,17000,2,6,6,1976,2014
3613,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,125,720
3614,2,7,1,5,2,-4,1,60000,2,6,6,7,2,5,2,-4,-4,77000,2,6,7,2860,2855
3615,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1144,1166
3616,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1170,1590
3617,2,4,5,1,7,3,1,12000,3,5,6,4,5,1,7,3,1,35000,4,6,5,1260,1650
3618,1,5,2,3,3,-4,1,32000,2,3,7,5,2,3,3,-4,1,33400,2,4,7,2795,3780
3619,2,6,2,4,3,-4,0,38000,2,6,6,6,2,4,3,-4,0,38600,2,6,7,2600,2620
3620,1,3,1,2,8,0,1,-2,2,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
3621,1,5,1,3,2,-4,1,55000,2,6,8,5,3,3,1,-4,1,55000,2,6,8,2080,2120
3622,1,2,1,1,2,-4,1,12000,2,5,8,2,2,1,1,-4,1,-2,2,4,6,-3,-3
3623,1,4,1,2,3,0,1,23000,2,6,6,10,1,2,4,0,1,56000,2,4,6,0,0
3624,2,6,2,4,8,1,1,43000,1,6,6,6,2,4,8,1,1,43000,1,6,7,2886,2904
3625,1,3,4,2,2,-4,0,17500,3,6,5,3,4,2,2,-4,0,146002,4,6,5,1662,1830
3626,1,4,1,2,2,-4,1,38000,4,6,7,4,1,2,2,-4,1,40000,4,4,6,2346,2378
3627,2,6,4,4,2,2,1,14000,2,5,6,6,6,4,2,2,1,3500,2,6,6,832,520
3628,2,11,2,5,2,-4,1,-4,1,6,4,11,2,5,2,-4,1,-4,1,6,6,0,560
3629,1,10,4,2,3,2,1,50000,1,6,6,10,1,2,6,0,1,60000,3,3,6,3100,2530
3630,1,6,3,4,2,-4,1,-4,2,6,7,6,2,4,2,-4,1,400,2,4,7,60,690
3631,2,3,4,2,3,2,1,-2,1,3,6,3,4,2,3,2,1,-4,1,3,6,2570,2120
3632,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,1,2,2,-4,1,146002,1,6,7,3120,3130
3633,2,3,3,2,1,1,1,18000,2,6,2,3,4,2,1,2,1,-2,2,6,2,2080,2200
3634,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3180,3985
3635,1,1,4,0,7,1,-4,48000,2,6,5,1,4,0,3,1,-4,25000,4,1,7,1620,2071
3636,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
3637,2,7,1,5,2,-4,1,50000,3,6,6,7,1,5,2,-4,1,63000,2,6,6,3330,3180
3638,2,10,5,4,3,3,1,-4,2,6,4,10,5,4,3,3,1,-4,3,6,5,0,0
3639,2,5,2,3,2,1,1,-2,2,6,5,5,3,3,2,1,1,34000,2,6,5,2053,2840
3640,1,6,4,4,2,-4,1,3000,1,6,7,6,4,4,2,-4,1,20000,1,6,7,1720,2125
3641,2,6,4,4,1,2,1,30000,2,5,6,6,4,4,1,2,1,-2,2,4,6,1760,0
3642,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,1,2,2,-4,0,25000,1,5,7,2600,1710
3643,1,6,3,4,2,-4,1,33000,1,6,6,6,2,4,1,-4,1,34000,1,6,7,1850,3325
3644,2,9,3,2,3,1,1,-2,2,6,7,10,4,2,3,2,1,-4,1,6,7,0,700
3645,1,9,3,4,2,-4,1,-2,2,4,6,10,3,4,2,-4,1,-2,2,3,6,1336,2430
3646,1,6,4,4,2,-4,1,12000,1,6,8,6,4,4,2,-4,1,2100,2,6,8,2364,2607
3647,1,5,5,3,2,-4,1,42000,2,6,7,10,5,3,2,-4,1,44000,3,6,6,2080,2120
3648,2,6,4,4,3,2,1,39000,1,6,7,6,4,4,3,2,1,39000,1,6,6,2930,4240
3649,1,1,7,0,1,2,1,27400,4,4,6,1,7,0,1,2,1,26000,3,1,6,2080,2120
3650,1,2,6,1,2,1,1,10000,2,1,7,2,6,1,2,0,1,22600,5,2,7,2360,0
3651,1,2,6,1,2,-4,1,-4,3,5,6,2,6,1,2,-4,1,-4,4,6,6,0,0
3652,1,1,2,0,1,-4,1,6000,1,1,8,2,7,1,2,-4,1,-4,1,1,6,500,1320
3653,1,1,2,0,2,0,1,400,2,1,8,1,2,0,2,0,1,-4,2,1,8,40,0
3654,1,1,4,0,1,2,1,5000,1,3,6,1,5,0,1,3,1,3000,1,3,7,1212,1860
3655,2,3,6,2,2,3,1,5000,3,1,7,3,6,2,2,3,1,18200,3,3,7,976,1640
3656,1,4,4,1,1,-4,1,-2,2,6,7,4,1,1,2,-4,1,-2,1,6,4,1800,2550
3657,1,2,1,1,2,0,1,-4,1,5,8,2,1,1,2,0,1,12000,1,6,6,1880,1527
3658,1,11,2,4,3,-4,1,59000,2,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2860,3090
3659,1,10,3,2,2,-4,1,5200,2,4,6,6,2,4,1,-4,1,-2,1,4,8,1870,2305
3660,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,2,4,1,-4,1,60000,1,6,7,2080,2120
3661,2,5,6,3,3,3,1,-4,3,4,6,5,6,3,3,3,1,-4,4,5,7,0,0
3662,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3663,1,6,3,4,3,-4,0,30000,1,6,7,6,3,4,3,-4,0,35000,1,6,7,1960,500
3664,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3665,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3666,1,4,2,1,6,-4,1,42000,1,6,7,9,2,1,8,-4,1,-4,1,6,8,2180,540
3667,2,1,2,0,1,-4,1,-4,2,1,8,1,3,0,1,1,1,-4,3,1,5,0,0
3668,1,4,5,2,2,-4,1,-2,1,3,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,1870
3669,1,4,2,2,5,1,1,42000,3,6,7,4,3,2,7,1,1,47000,2,5,8,2080,2120
3670,2,1,3,0,2,2,1,-4,3,3,9,1,3,0,2,2,1,-4,1,3,12,0,0
3671,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,1,0,2,-4,0,-4,1,1,12,0,0
3672,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3673,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3674,1,6,1,4,2,0,1,43000,1,5,6,6,1,4,2,0,1,45000,2,6,6,2870,3180
3675,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3676,1,2,3,1,3,1,1,20000,4,2,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2392,1904
3677,2,4,2,2,2,-4,1,27000,2,6,7,4,1,2,2,-4,1,-2,4,6,8,2150,950
3678,2,3,5,2,3,3,1,1200,1,2,8,3,5,2,3,3,1,12000,1,2,5,160,676
3679,1,10,4,3,2,-4,1,-4,3,4,10,10,3,3,2,-4,1,-4,2,6,8,0,0
3680,1,6,2,4,2,-4,1,-1,2,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,80
3681,2,10,4,2,3,2,1,30000,2,4,6,10,4,2,3,2,1,-4,2,4,5,200,0
3682,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,4,5,3,2,1,50000,2,6,7,1820,1855
3683,1,4,1,2,2,-4,1,-4,3,6,4,4,1,2,2,-4,1,30000,2,6,5,2930,3110
3684,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1040,1060
3685,1,4,5,2,3,3,1,45000,2,5,7,10,5,2,3,3,1,60000,1,6,7,1695,0
3686,1,5,3,3,2,-4,1,250,4,5,7,-3,3,3,2,-4,1,-2,4,6,7,288,636
3687,1,2,7,1,3,1,1,36000,2,3,8,2,7,1,3,1,1,30000,2,3,8,1780,2430
3688,2,2,5,1,1,3,1,-4,3,2,5,2,5,1,1,3,1,-4,3,3,6,0,0
3689,2,6,2,4,7,-4,1,30000,1,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1000,0
3690,1,4,3,2,2,-4,1,7860,1,3,8,4,3,2,2,-4,1,-4,1,3,7,1026,270
3691,2,10,3,3,2,1,1,27000,3,6,5,10,3,3,2,1,1,-2,3,5,6,1448,690
3692,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3693,1,3,2,2,3,-4,1,46000,2,3,8,3,2,2,3,-4,1,56000,2,3,7,2390,2500
3694,2,1,5,0,3,-4,1,22000,2,6,8,1,5,0,3,-4,1,20000,2,6,9,1937,2689
3695,1,5,1,3,2,-4,1,34000,1,3,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,860,1920
3696,2,4,6,2,3,2,1,15000,2,6,5,4,6,2,3,2,1,16000,1,6,8,1840,2120
3697,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,980,0
3698,1,1,9,0,5,1,1,-4,1,3,8,1,9,0,5,1,1,-4,1,3,8,0,940
3699,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,5,0,1,1,1,14000,3,6,6,1040,1060
3700,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3701,1,2,3,1,1,1,1,40000,3,4,6,2,4,1,1,2,1,50000,2,4,7,2248,2528
3702,1,9,2,2,3,-4,1,29000,2,6,7,9,3,2,3,1,0,32000,2,6,0,2080,2120
3703,2,6,8,4,1,-4,-4,15000,3,4,8,6,9,4,1,1,-4,24000,3,4,5,3240,1990
3704,2,6,3,4,3,-4,-4,40000,3,6,6,6,3,4,3,-4,-4,-2,3,6,6,600,2120
3705,2,6,3,4,2,-4,1,24000,2,6,8,6,3,4,2,-4,1,36000,2,6,6,2310,2800
3706,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3707,1,1,1,0,2,0,1,520,3,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
3709,1,3,4,2,3,1,1,35000,3,4,6,3,3,2,3,1,2,35000,3,3,6,0,0
3710,2,4,7,2,3,2,1,-4,1,4,5,4,7,2,3,2,1,15000,1,2,4,624,768
3711,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2120
3712,2,6,2,4,2,-4,1,60000,1,6,8,6,1,4,2,-4,1,60000,2,6,6,-3,2120
3713,2,5,6,3,3,4,0,-4,2,5,6,5,6,3,3,4,0,-4,2,4,5,0,0
3714,1,4,3,2,3,1,0,29000,3,2,5,4,3,2,3,1,0,29000,4,4,7,2218,2205
3715,1,1,2,0,2,0,0,9000,2,5,6,1,2,0,2,0,0,20000,1,2,6,360,1200
3716,2,2,3,1,1,0,1,2300,3,3,6,2,1,1,2,0,1,4000,2,2,5,1554,2160
3717,2,1,3,0,1,-4,1,-2,1,1,10,1,5,0,2,-4,1,-4,1,4,8,714,1132
3718,2,1,6,0,3,4,1,10800,3,5,8,1,6,0,3,4,1,13000,3,6,8,2080,2120
3719,1,2,4,1,1,1,1,16000,3,6,6,2,4,1,1,1,1,21000,3,4,10,2846,1850
3720,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3721,1,3,4,2,1,0,1,-4,4,2,8,3,4,2,1,0,1,19000,3,3,8,1592,2104
3722,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,5,2,1,2,1,-4,3,6,5,0,0
3723,1,4,3,1,3,1,1,38000,1,6,8,4,3,1,3,1,1,50000,2,6,6,2120,2120
3724,1,4,3,2,3,1,1,52000,1,3,6,4,3,2,3,1,1,65000,1,4,6,2340,2385
3725,1,6,2,4,3,-4,1,37000,2,6,7,6,2,4,3,-4,1,40000,2,6,7,3140,3470
3726,2,4,6,2,7,2,1,21000,3,2,4,4,4,2,7,2,1,18000,3,2,4,1490,1325
3727,2,4,2,2,3,-4,1,15600,2,3,9,9,2,2,3,-4,1,15178,2,6,7,1468,1224
3728,1,9,2,3,8,-4,1,45000,2,3,7,5,1,3,8,-4,1,40000,2,2,7,2080,1678
3729,2,1,4,0,1,2,1,-4,4,4,5,1,4,0,1,2,1,-4,4,3,7,576,840
3730,2,-3,4,0,3,0,1,30000,4,6,6,2,2,1,3,0,1,18000,3,1,6,2560,1668
3731,1,6,3,4,3,1,1,35000,1,4,6,6,3,4,3,1,1,35000,2,5,7,1592,3027
3732,1,1,4,0,2,0,1,-2,3,2,7,1,4,0,2,0,1,5000,4,2,6,1435,1290
3733,1,2,1,1,2,-4,1,-4,2,1,-2,2,1,1,2,0,1,-4,2,1,7,0,0
3734,1,3,4,2,2,-4,1,-4,2,4,5,3,4,2,2,-4,1,-4,2,6,5,840,620
3735,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3736,2,6,2,4,3,-4,1,45000,2,6,8,6,2,4,3,0,1,45000,3,6,8,2745,3245
3737,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
3738,1,5,3,3,3,1,0,65000,2,6,6,5,3,3,3,1,0,70000,2,6,4,2960,3385
3739,2,10,4,3,3,2,1,30000,2,6,7,6,4,4,3,2,1,32000,2,6,7,2080,2080
3740,2,9,2,2,8,1,1,23000,1,6,7,9,2,2,8,1,1,22000,1,6,6,2080,2120
3741,2,2,5,1,3,3,1,-4,1,3,5,2,6,1,3,4,1,-4,4,3,6,0,0
3742,2,3,4,2,3,2,1,20000,2,3,7,3,5,2,3,3,1,20000,2,4,5,1560,1438
3743,1,2,1,1,2,0,0,505,2,1,5,2,1,1,2,0,0,-4,2,1,5,0,0
3744,2,1,3,0,2,-4,1,5000,3,2,8,1,3,0,2,-4,1,5000,3,2,8,805,-3
3745,2,4,1,2,2,-4,1,63000,3,3,5,4,1,2,2,-4,1,78000,3,6,6,3120,3024
3746,1,9,1,2,2,-4,0,900,1,1,9,4,1,2,2,-4,1,-4,1,1,8,0,0
3747,2,4,4,2,8,2,1,-4,1,3,7,4,4,2,8,2,1,900,1,2,8,427,2320
3748,2,5,9,3,8,2,0,36000,3,3,6,5,3,3,8,2,0,30000,1,3,5,1885,4070
3749,1,4,2,1,3,0,1,-4,2,6,7,4,2,1,3,0,1,-2,3,6,9,695,200
3750,1,4,4,2,1,1,1,0,2,4,8,4,3,2,1,1,1,5000,2,3,7,1700,1637
3751,2,10,2,2,2,1,1,18372,3,5,6,10,3,2,2,2,1,10000,3,6,6,1246,864
3752,2,3,7,2,3,4,1,35000,2,6,7,3,7,2,3,4,1,38000,2,6,5,2340,2385
3753,2,2,3,1,1,1,1,22000,4,6,7,2,2,1,2,1,1,20000,5,6,7,-3,1734
3754,2,7,1,5,2,-4,1,42000,2,4,6,11,1,5,2,-4,1,42000,1,5,6,2220,2700
3755,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3756,2,2,2,1,2,1,1,10000,3,3,6,2,2,1,2,1,1,10000,3,6,7,2172,1895
3757,1,3,5,2,2,1,1,20000,2,6,6,3,1,2,2,0,1,26000,2,1,6,2080,2120
3758,2,3,2,2,2,1,1,13000,4,6,7,3,6,2,2,1,1,3000,4,6,7,1400,2650
