PUBID,GENDER,ENROLL_STAT_2010,HH_SIZE_2010,HIGHEST_DEGREE_2010,MARITAL_STAT_2010,BIO_CHILD_HH_2010,URBAN-RURAL_2010,INCOME_2010,GENERAL_HEALTH_2010,HOURS_PER_WEEK_COMPUTER_2010,HOURS_PER_NIGHT_SLEEP_2010,ENROLL_STAT_2011,HH_SIZE_2011,HIGHEST_DEGREE_2011,MARITAL_STAT_2011,BIO_CHILD_HH_2011,URBAN-RURAL_2011,INCOME_2011,GENERAL_HEALTH_2011,HOURS_PER_WEEK_COMPUTER_2011,ENROLL_STAT_2011,TOTAL_HOURS_WORKED_2010,TOTAL_HOURS_WORKED_2011
3759,1,1,5,0,2,0,1,21000,3,5,5,1,5,0,2,0,1,23000,3,3,7,0,-3
3760,1,9,5,2,8,4,1,45000,2,6,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
3761,2,4,2,2,1,-4,1,9000,3,5,6,4,2,2,1,-4,1,15000,3,4,7,-3,-3
3762,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4
3763,1,4,4,2,3,-4,0,30000,3,6,6,4,5,2,3,1,0,30000,2,2,6,2540,2980
3764,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2520,3000
3765,2,4,3,2,6,-4,1,-4,1,1,8,4,3,2,6,-4,1,-4,1,6,8,0,0
3766,2,4,3,2,3,1,1,26000,3,3,5,4,3,2,3,1,1,9000,3,2,5,3625,3481
3767,2,2,4,1,3,1,0,22000,1,4,6,2,4,1,3,2,0,15000,2,2,6,390,668
3768,1,4,1,2,2,-4,1,20000,3,6,6,4,3,2,2,-4,1,14000,2,6,6,1656,2211
3769,1,2,3,1,2,-4,1,41000,2,6,6,2,2,1,2,-4,1,34000,4,6,6,2296,2784
3770,1,4,4,2,1,2,1,18000,3,6,6,4,4,2,1,2,1,8000,3,6,7,1880,1160
3771,2,11,2,4,3,-4,1,40000,3,6,7,11,2,4,3,-4,1,14000,2,6,6,1055,0
3772,1,3,2,2,1,-4,1,42000,2,3,6,3,2,2,1,-4,1,43000,2,2,6,2080,2120
3773,1,3,2,2,8,1,1,32029,1,6,7,3,3,2,7,1,1,33000,1,6,8,1753,2294
3774,2,2,8,1,4,-4,1,-4,3,6,4,2,8,1,4,-4,1,-2,3,2,5,311,2363
3775,2,4,3,2,3,1,1,35000,3,5,7,10,3,2,3,1,1,35000,3,6,6,0,0
3776,2,9,8,2,5,1,1,-4,3,4,5,9,8,2,8,1,1,1500,4,6,5,93,107
3777,1,5,4,3,3,2,0,36000,2,5,7,10,3,3,6,2,0,50000,2,5,6,1360,3110
3778,2,1,4,0,5,2,1,-4,4,2,6,1,6,0,5,2,0,-4,4,2,8,0,0
3779,2,3,6,2,3,3,1,12000,1,4,5,3,5,2,3,3,1,18000,2,4,4,1878,1947
3780,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3781,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3782,2,3,2,2,1,-4,1,30000,3,5,6,3,3,2,3,1,1,14000,5,6,7,2392,2120
3783,1,-3,1,-3,2,-4,1,-2,2,6,6,9,1,4,2,-4,1,50000,2,3,7,3012,2484
3784,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3785,1,3,5,2,1,-4,1,32000,3,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2580,2120
3786,2,7,2,7,3,-4,1,39140,1,6,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,240
3787,1,10,2,2,2,-4,1,6600,1,3,6,10,2,2,2,-4,1,146002,1,3,5,1180,2216
3788,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3789,2,7,1,5,2,-4,1,-4,2,6,7,7,1,5,2,-4,1,62000,2,6,6,2476,3386
3790,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3791,2,7,4,5,3,2,1,80000,3,6,5,7,4,5,3,2,1,88000,3,6,6,2158,3119
3792,1,3,1,2,2,-4,0,17000,2,4,6,3,1,2,2,-4,0,20000,1,3,5,1240,2230
3793,1,9,1,-3,2,0,1,3800,1,4,7,4,3,-3,2,1,1,-4,1,3,6,0,675
3794,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,2,3,2,-4,1,-4,3,2,6,0,0
3795,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,0,2,0,1,-4,1,3,8,0,0
3796,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,1,1,-4,1,30000,2,5,6,2080,2056
3797,1,3,2,2,1,0,1,-4,5,1,4,3,2,2,1,0,1,-4,4,4,5,0,0
3798,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3799,2,5,1,3,2,-4,1,46000,3,6,6,9,1,3,2,-4,1,47000,3,3,6,3744,3582
3800,1,6,2,4,1,-4,1,23000,3,6,7,6,2,4,1,-4,1,26000,2,6,8,2080,2120
3801,2,3,5,2,2,4,1,1500,3,3,5,3,5,2,2,4,1,9980,3,3,5,1490,702
3802,1,3,3,2,2,-4,1,-4,1,4,7,10,3,2,2,-4,1,-4,1,6,8,640,0
3803,2,4,6,2,3,2,0,5000,2,5,7,9,6,2,3,2,0,3000,2,6,6,622,69
3804,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3805,1,3,1,2,2,-4,1,-2,1,6,8,3,1,2,2,-4,1,30000,3,1,8,2960,2250
3806,2,1,3,0,2,2,1,2000,3,1,9,1,3,0,2,2,1,20000,3,1,6,2080,2120
3807,2,6,2,4,1,-4,1,-4,2,3,8,6,2,4,1,-4,1,15000,2,6,6,1200,2250
3808,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,8,1,3,1,1,10000,1,1,6,4940,5325
3809,1,3,1,2,2,-4,1,54000,3,6,6,3,1,2,2,-4,1,65000,3,6,6,0,0
3810,2,2,1,1,2,-4,1,9000,2,6,8,2,1,1,2,-4,1,-4,2,4,8,0,0
3811,1,2,3,1,3,1,1,23000,3,3,7,2,3,1,3,1,1,25000,3,3,7,2080,2120
3812,2,9,4,-3,2,3,1,4000,1,2,8,-3,4,-3,2,3,1,-2,2,4,7,1985,1351
3813,1,4,2,2,1,-4,1,15000,2,4,6,4,2,2,1,-4,1,40000,2,5,7,1050,2275
3814,1,5,2,3,3,-4,1,37000,2,6,8,5,2,3,3,-4,1,38000,2,6,8,2080,2120
3815,2,4,3,2,1,1,0,20000,2,3,6,4,3,2,2,1,0,26000,3,4,8,1225,1430
3816,1,6,1,4,2,-4,1,61000,2,6,8,6,1,4,2,-4,1,-4,1,6,8,2010,1535
3817,1,7,2,5,2,-4,1,-2,2,6,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2200,3100
3818,2,2,3,1,2,2,1,-4,1,1,8,9,1,1,2,0,1,-4,1,4,8,0,0
3819,2,3,8,2,3,3,1,6000,3,6,7,3,8,2,3,3,1,10000,3,3,7,2346,2339
3820,2,2,9,1,2,1,1,-2,3,1,7,2,9,1,2,1,1,-2,4,5,9,245,150
3821,2,5,2,3,2,-4,1,25000,3,3,8,5,2,3,2,-4,1,21000,3,6,7,2125,2120
3822,2,7,1,7,8,-4,0,46000,2,6,8,7,1,7,8,-4,0,55000,1,6,7,2340,2135
3823,2,2,2,1,3,-4,1,10000,3,6,5,2,2,1,3,-4,1,-4,3,6,7,0,265
3824,2,1,1,0,8,0,0,5000,3,2,5,1,2,0,8,0,0,7000,3,2,6,900,756
3825,2,2,2,1,5,-4,0,17000,2,6,6,2,2,1,5,-4,0,25000,2,6,7,2600,2650
3826,1,2,4,1,1,2,1,40000,2,2,8,2,4,1,1,2,0,28000,2,3,7,2630,2659
3827,1,4,3,2,2,-4,1,-4,2,2,8,4,3,2,2,-4,1,-4,2,2,8,0,1080
3828,2,1,5,0,6,2,1,11000,4,6,4,1,5,0,8,2,1,11000,4,5,5,1730,2030
3829,1,3,3,2,4,-4,0,-2,2,6,8,3,3,2,6,-4,0,20000,3,6,7,1652,1864
3830,2,4,9,1,3,2,0,-4,4,3,8,4,4,1,3,2,1,-4,2,6,7,0,0
3831,1,1,3,0,5,0,1,28000,3,5,4,1,2,0,7,0,0,24000,4,1,5,2080,2400
3832,2,6,3,4,3,1,1,36000,2,6,8,6,3,4,3,1,1,35000,1,6,8,2080,2120
3833,2,4,4,2,2,1,1,15000,3,4,6,9,4,2,2,1,1,9000,2,4,6,1330,1060
3834,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3835,1,3,3,2,4,-4,0,32000,3,6,8,3,3,2,7,-4,0,34900,2,6,6,2375,2788
3836,1,6,3,4,3,1,1,32000,3,3,4,6,3,4,3,1,1,31000,2,6,4,2112,2422
3837,2,4,4,2,3,1,1,5000,3,6,3,4,4,2,3,1,1,6000,2,6,5,647,931
3838,2,11,2,4,7,-4,1,30429,1,6,5,11,2,4,3,-4,1,18318,2,6,6,1551,1108
3839,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3120,3180
3840,1,3,3,2,3,-4,0,-2,3,4,6,3,4,2,3,-4,0,4000,3,3,7,2518,2271
3841,2,9,1,2,2,-4,1,20000,3,6,8,5,1,3,2,-4,0,23000,3,6,7,1588,2144
3842,2,4,1,2,2,-4,1,16000,4,3,7,4,1,2,2,-4,1,22000,4,1,8,1585,2255
3843,2,6,2,4,1,-4,1,45000,3,6,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1872,2104
3844,1,3,1,2,2,0,1,45000,3,3,5,3,1,2,2,0,1,-2,3,3,4,2125,2597
3845,1,4,1,2,2,-4,1,50000,4,3,7,4,1,2,2,-4,1,50000,3,2,6,2496,2456
3846,2,4,3,2,2,-4,1,-4,2,4,9,4,3,2,2,-4,1,-4,4,4,6,0,0
3847,2,4,4,2,2,-4,1,26000,3,1,5,4,3,2,2,-4,0,18000,2,4,5,2230,2401
3848,1,2,3,1,2,-4,1,15000,3,6,4,2,3,1,2,-4,1,12000,2,5,4,1379,2120
3849,1,2,3,1,3,1,1,52000,3,6,5,2,3,1,3,1,1,53000,3,4,6,2080,1475
3850,1,7,2,7,2,-4,1,-4,1,6,5,7,2,7,2,-4,1,23600,1,6,6,1870,2565
3851,1,3,4,2,8,0,1,-2,3,3,5,3,4,2,8,0,1,7200,2,6,6,645,1530
3852,1,4,4,2,3,2,1,58000,3,6,6,4,5,2,3,3,1,57000,3,6,6,2265,3315
3853,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2120
3854,1,2,4,1,1,2,1,-2,2,1,8,2,4,1,1,2,1,25000,1,3,8,2060,1760
3855,2,6,4,4,3,2,1,27504,2,6,5,6,4,4,3,2,1,27584,2,6,5,-3,-3
3856,2,10,3,2,2,-4,1,-4,2,4,7,10,4,2,2,-4,1,-4,2,4,7,0,29
3857,1,5,1,3,2,-4,1,17000,3,6,7,5,1,3,2,-4,1,-4,2,1,7,800,1720
3858,1,3,1,2,2,-4,1,-4,2,1,2,3,1,2,2,-4,1,140,2,1,5,1756,272
3859,1,2,2,1,2,-4,0,-4,2,2,6,2,3,1,1,-4,0,-4,4,1,8,0,0
3860,1,2,5,1,3,3,1,35000,3,5,2,2,2,1,4,0,1,28000,1,3,3,2506,2510
3861,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3862,2,10,1,2,2,-4,1,9000,3,5,8,10,1,2,2,-4,1,15000,3,5,7,1270,1140
3863,1,3,2,2,2,0,1,47000,2,3,6,3,2,2,2,0,1,52000,1,4,6,3195,3331
3864,2,3,4,2,2,1,1,16000,3,4,6,3,4,2,2,1,1,14000,3,4,9,1650,1526
3865,2,6,2,4,2,1,1,33000,3,5,6,6,3,4,1,1,1,32000,3,6,8,2080,2120
3866,2,9,2,2,2,-4,1,20000,1,2,8,9,1,2,2,-4,1,20000,3,6,8,294,1136
3867,2,4,4,2,3,2,1,20000,3,6,7,9,4,2,3,2,1,21000,2,6,7,2080,2120
3868,2,2,4,1,2,3,1,-4,4,2,10,2,4,1,2,3,1,600,4,4,4,0,84
3869,2,3,4,2,2,2,1,-4,4,3,8,3,4,2,2,2,1,-4,3,1,6,0,0
3870,2,2,5,1,3,3,1,-4,2,3,6,2,5,1,3,3,0,400,2,4,8,110,60
3871,1,1,4,0,3,2,1,35000,3,3,8,1,6,0,3,2,0,35000,3,5,8,2080,2120
3872,1,3,1,2,2,-4,1,1500,2,4,8,3,1,2,2,-4,1,5000,2,3,8,816,1366
3873,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3874,2,11,3,4,3,1,0,20000,2,6,7,7,3,6,3,1,0,32000,2,6,7,1590,2231
3875,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2080,2120
3876,1,1,4,0,2,-4,1,15000,3,2,6,1,3,0,2,-4,1,8000,3,1,6,1530,725
3877,1,1,3,0,2,0,1,-4,4,1,6,1,3,0,2,0,1,-4,4,1,7,0,0
3878,1,10,1,2,2,-4,1,15000,1,6,7,10,3,2,1,-4,1,15000,1,6,7,1790,1590
3879,2,6,4,4,3,2,1,-4,5,6,6,6,5,4,3,3,1,-4,5,6,6,0,0
3880,1,4,5,2,3,3,1,-4,4,3,4,4,3,2,4,1,1,6000,2,3,6,650,1160
3881,1,4,5,2,3,2,0,42000,2,6,6,4,5,2,3,2,0,42000,1,6,6,2550,2720
3882,1,10,5,1,3,3,0,17000,2,4,6,10,5,1,3,3,0,20000,2,6,7,1594,1920
3883,2,4,1,2,2,-4,1,24000,1,5,7,4,1,2,2,-4,1,26000,1,4,6,1953,1520
3884,1,6,3,4,2,-4,1,38000,3,6,6,6,3,4,2,-4,1,30000,3,6,6,2288,2332
3885,2,9,2,2,2,1,1,31000,3,6,8,4,3,2,1,1,1,31000,3,6,7,2389,2325
3886,1,1,2,0,2,-4,1,-4,2,3,3,1,2,0,2,-4,1,600,2,5,6,0,292
3887,2,6,2,4,2,-4,1,72000,2,6,7,6,2,4,1,-4,1,72000,2,6,7,2080,2120
3888,1,5,3,3,2,1,1,30000,2,4,5,5,3,3,2,1,1,30000,2,3,6,2312,2575
3889,1,2,1,1,2,0,2,14000,3,1,8,2,1,1,2,0,1,-4,3,1,8,80,0
3890,2,3,4,2,3,2,1,7000,3,6,6,3,4,2,3,2,0,7000,4,5,10,444,0
3891,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,2,4,-4,0,21000,1,4,7,2080,1450
3892,1,2,2,1,1,-4,1,12000,4,2,8,2,2,1,1,-4,1,12000,4,3,8,2080,760
3893,1,3,5,2,3,1,1,-2,4,4,8,3,4,2,3,0,0,-4,2,2,8,200,0
3894,2,6,3,4,1,1,1,85000,1,6,8,6,3,4,1,1,1,146002,2,6,7,2080,2120
3895,1,6,2,4,1,-4,1,46000,2,6,7,6,2,4,1,-4,1,42000,2,4,7,2311,1022
3896,1,6,1,4,2,-4,1,22500,3,6,7,7,1,5,2,-4,1,-2,3,6,7,880,2120
3897,2,5,2,3,3,-4,0,52000,3,6,6,5,2,3,3,-4,0,21000,4,6,8,3120,2400
3898,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3899,2,4,4,2,3,2,0,32000,2,2,6,4,4,2,3,2,0,35000,3,3,6,1404,1470
3900,2,3,3,2,3,1,0,70000,2,3,7,3,3,2,3,1,0,82400,2,3,7,3120,3180
3901,2,5,6,3,3,1,0,-4,1,3,5,5,3,3,3,1,0,-2,1,2,8,1748,288
3902,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,2,2,-4,0,20000,3,2,8,1920,2120
3903,1,5,2,3,3,-4,0,50000,2,6,9,5,2,3,3,-4,0,-1,3,3,6,3380,2535
3904,1,3,2,2,3,-4,0,27000,1,4,9,3,2,2,3,-4,0,27000,1,4,8,2236,2516
3905,2,5,4,3,3,2,0,-4,1,5,8,5,4,3,3,2,0,2000,1,4,8,80,568
3906,2,11,2,4,3,-4,0,43200,1,6,8,7,3,5,3,1,0,32000,1,5,6,2325,920
3907,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,4,0,3,2,0,15000,3,3,8,2080,2120
3908,1,5,4,3,8,-4,0,10000,2,6,6,5,4,3,8,-4,0,-4,2,3,8,0,760
3909,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,1,5,1,0,15000,4,5,5,2600,2920
3910,1,3,3,2,2,-4,0,32000,1,5,4,3,2,2,1,-4,1,-2,1,6,6,-3,-3
3911,2,5,3,3,3,1,0,40000,1,6,8,5,6,3,3,2,0,25000,1,6,7,1415,1057
3912,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0
3913,2,2,4,1,1,2,0,-2,1,2,7,2,5,1,1,2,0,-4,1,3,6,435,684
3914,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3915,1,4,2,2,2,-4,1,-2,3,6,6,4,2,2,1,-4,1,44000,4,6,6,1312,2464
3916,2,4,3,2,3,1,1,-4,1,5,6,4,4,2,3,2,1,-4,1,6,5,0,900
3917,1,3,3,2,1,-4,1,30000,4,4,8,3,3,2,1,-4,1,30000,3,3,7,2340,2255
3918,1,2,3,1,2,0,1,-2,3,2,8,2,3,1,2,0,1,-2,3,4,9,1786,1160
3919,2,1,1,0,2,0,1,-2,2,1,10,1,1,0,2,0,1,-4,2,1,12,0,0
3920,2,3,7,2,1,5,1,-2,3,1,5,3,7,2,1,5,1,-4,2,2,6,1020,0
3921,1,2,5,1,1,5,1,-4,4,1,8,2,1,1,2,4,1,-4,3,1,12,0,0
3922,2,1,1,0,2,-4,1,-4,4,3,6,1,1,0,2,-4,1,-4,4,1,8,0,0
3923,1,2,1,1,2,0,1,9000,1,1,8,2,1,1,2,0,1,-4,3,1,8,750,0
3924,2,1,5,0,2,4,1,-4,3,1,11,1,5,0,2,4,1,-4,2,1,8,0,0
3925,2,1,6,0,2,2,1,-4,3,1,8,1,7,0,2,3,1,-4,3,2,6,0,0
3926,2,1,1,0,2,0,1,-4,2,1,13,1,2,0,1,0,1,-4,1,1,11,0,0
3927,2,2,7,1,1,4,1,-4,3,1,8,2,6,1,2,4,1,-4,2,1,8,0,0
3928,2,1,5,0,2,4,1,-4,1,1,10,1,5,0,2,4,1,-4,3,1,9,0,0
3929,1,1,3,0,2,0,1,-2,1,6,7,1,3,0,2,0,1,-2,3,3,5,2440,2120
3930,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,8,0,4,7,1,-4,1,1,7,0,0
3931,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,760,1632
3932,2,2,2,1,3,-4,1,30000,1,5,7,9,2,1,3,-4,0,-2,2,5,7,1170,728
3933,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,3,0,-3,2,1,14000,2,2,8,2080,2128
3934,2,3,5,2,3,3,1,-4,2,6,8,3,5,2,3,3,1,-4,3,4,8,0,0
3935,2,6,3,4,2,-4,1,21000,2,6,7,6,3,4,2,-4,1,19828,2,6,7,889,1460
3936,1,2,3,1,8,1,0,24000,3,3,7,2,4,1,8,1,0,25000,2,3,6,2080,1770
3937,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2262,2332
3938,1,6,2,4,2,-4,1,21000,2,6,7,6,2,4,2,-4,1,23000,2,6,6,1248,1272
3939,2,7,2,5,1,-4,1,3500,2,6,8,7,2,5,1,-4,1,-2,3,6,7,380,1288
3940,2,4,5,1,8,3,1,-4,2,6,5,4,4,1,8,3,1,15000,2,4,5,1290,2090
3941,2,3,5,2,9,2,1,-4,2,2,7,3,6,2,9,2,1,-4,3,2,8,0,0
3942,1,3,3,2,2,0,1,-2,2,1,6,3,2,2,2,0,1,8000,2,1,11,2035,875
3943,2,4,2,2,3,-4,0,-4,1,6,6,4,2,2,3,-4,0,-4,1,5,8,2900,2520
3944,1,6,2,4,2,-4,1,13000,2,6,6,6,2,4,2,-4,1,15000,2,6,6,2250,1680
3945,2,1,5,0,3,3,1,-4,5,3,6,1,5,0,3,3,1,-4,2,2,5,560,0
3946,1,4,6,2,3,2,1,-4,3,6,8,4,6,2,3,2,1,-4,2,6,7,0,-3
3947,1,3,2,2,3,-4,0,-2,3,1,8,3,2,2,4,-4,0,-4,4,1,6,420,0
3948,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3949,1,1,3,0,2,1,1,-4,4,6,8,1,2,0,2,0,1,-4,3,1,7,0,495
3950,1,2,4,1,1,1,1,40000,3,4,7,2,4,1,1,1,1,40000,2,6,7,2080,2184
3951,1,3,1,2,2,-4,0,15000,1,3,7,3,3,2,1,1,1,-2,1,3,7,948,2982
3952,2,3,4,2,7,2,1,30000,3,6,8,3,5,2,8,2,1,30000,2,6,8,2080,2120
3953,1,3,1,2,2,-4,2,-4,5,1,-2,3,1,2,2,-4,2,-4,5,1,-2,0,0
3954,2,1,4,0,2,3,1,-2,5,1,6,1,6,0,3,3,0,-2,4,2,8,1440,1429
3955,2,2,5,1,7,3,1,-2,3,6,8,2,5,1,3,3,1,-2,3,6,9,2080,2120
3956,1,4,4,2,3,1,1,30000,2,6,6,4,4,2,3,1,1,30000,1,6,4,2804,2833
3957,1,4,7,2,3,4,0,60000,3,6,7,4,6,2,3,4,0,70000,3,5,8,2774,2870
3958,1,2,2,1,2,0,1,-2,1,1,7,2,2,1,2,0,1,15000,1,6,8,2156,2515
3959,1,4,2,2,2,-4,1,-1,3,6,5,4,1,2,2,-4,-3,-1,2,3,5,-3,-3
3960,1,4,3,2,1,1,1,11000,1,2,6,4,3,2,1,1,1,12000,1,2,6,1560,1590
3961,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3962,1,3,2,2,3,-4,1,-4,2,3,8,3,3,2,3,1,1,-4,1,3,7,2600,2740
3963,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,4,4,1,2,0,38000,2,6,7,2080,1800
3964,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4
3965,2,4,3,2,3,1,0,-2,1,6,7,4,4,2,3,2,0,-4,1,3,7,255,224
3966,2,5,2,3,3,-4,0,-2,4,6,7,5,2,3,3,-4,0,-2,3,6,7,1748,2120
3967,1,6,3,4,2,-4,1,34000,2,6,5,6,2,4,2,-4,1,37500,1,6,5,2184,2217
3968,2,10,4,2,3,2,0,-4,2,4,6,5,4,3,3,2,0,-4,2,6,7,0,0
3969,1,6,3,4,2,-4,1,31700,2,6,6,6,3,4,2,-4,1,54000,2,6,6,3189,2915
3970,2,9,2,2,2,1,1,-4,2,6,5,9,2,2,2,1,1,-4,3,6,8,0,0
3971,2,9,4,3,7,2,1,24000,2,6,6,5,4,3,7,2,1,17000,2,6,6,1320,0
3972,2,4,5,2,3,3,1,-2,3,5,8,4,5,2,3,3,1,25000,3,4,8,2080,2064
3973,2,6,2,4,2,1,1,43000,3,5,7,6,2,4,2,1,1,35000,2,5,6,2101,2240
3974,1,4,2,2,2,-4,1,35000,1,4,6,4,2,2,2,-4,1,21000,1,6,6,2080,1495
3975,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3600,4200
3976,2,6,1,4,2,-4,1,130254,2,6,7,6,1,4,2,-4,1,50000,2,6,8,322,788
3977,2,2,3,1,3,1,0,20000,3,6,6,2,3,1,3,1,1,20000,3,6,5,1067,2422
3978,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,924,901
3979,2,5,2,3,8,1,1,26000,3,4,3,5,2,3,8,1,1,-2,3,6,3,1894,1908
3980,1,4,5,2,2,1,1,24000,3,6,5,4,5,2,2,1,1,24000,3,5,3,2172,2120
3981,1,1,4,0,3,2,1,15000,1,3,8,1,4,0,3,2,1,30000,1,4,8,1600,1480
3982,2,10,2,4,3,-4,1,-2,4,3,8,10,2,4,3,-4,1,-2,3,4,8,840,1900
3983,2,4,3,2,3,1,1,25000,2,6,8,4,4,2,3,2,1,30000,4,6,8,2080,2120
3984,2,2,4,1,1,2,1,-4,1,5,4,2,5,1,1,3,1,-4,1,4,3,0,0
3985,2,4,4,2,3,2,1,24000,3,5,4,4,4,2,3,2,1,29000,2,6,8,2451,2431
3986,1,3,1,2,8,-4,0,9500,5,6,4,3,2,2,7,-4,0,40000,4,3,7,1415,1980
3987,1,4,2,1,2,-4,1,20000,4,3,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1720,-4
3988,1,6,3,4,3,1,1,62000,1,6,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1920,-4
3989,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,180,-4
3990,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
3991,1,2,1,1,2,-4,2,60000,4,6,4,2,1,1,2,-4,0,35000,4,6,6,2274,100
3992,2,4,2,2,8,1,1,18500,1,4,7,9,3,2,7,1,1,19000,1,4,7,2430,2274
3993,1,2,4,1,8,2,1,16000,3,4,7,2,4,1,8,3,1,42000,3,6,6,415,2385
3994,1,3,1,2,2,-4,1,38000,2,6,7,3,2,2,1,-4,1,44000,2,3,7,2080,1920
3995,1,3,4,2,4,1,1,12000,3,1,6,9,4,2,3,1,0,24000,3,3,8,1609,1740
3996,1,1,2,0,2,-4,1,-2,3,4,8,1,3,0,2,-4,1,6000,3,3,4,1572,1722
3997,1,3,3,2,1,1,1,42000,3,2,5,3,3,2,1,1,1,45000,3,5,6,-3,1855
3998,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2280,2120
3999,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3380,3445
4000,2,6,2,4,3,-4,0,40000,1,6,7,6,2,4,3,-4,0,52000,2,6,7,2576,2422
4001,1,3,3,2,7,-4,0,25000,3,1,7,3,2,2,3,-4,2,-2,3,1,6,2080,2120
4002,1,4,4,2,3,2,1,57000,2,6,7,4,7,2,3,2,0,70000,3,6,6,2704,2936
